seed,t,total_N,HIV,Tested,ART,PrEP
1	0	0	359	207	131	0
1	1	0	361	207	133	0
1	2	0	361	207	134	0
1	3	0	364	206	133	0
1	4	0	363	205	132	0
1	5	0	365	205	132	0
1	6	0	367	205	132	0
1	7	0	367	204	132	0
1	8	0	370	205	132	0
1	9	0	371	204	133	0
1	10	0	371	203	133	0
1	11	0	371	202	134	0
1	12	0	373	202	137	0
1	13	0	373	202	139	0
1	14	0	371	202	140	0
1	15	0	373	201	141	0
1	16	0	374	201	141	0
1	17	0	375	200	142	0
1	18	0	377	200	144	0
1	19	0	381	201	144	0
1	20	0	382	201	144	0
1	21	0	384	201	144	0
1	22	0	384	201	144	0
1	23	0	384	199	143	0
1	24	0	385	198	142	0
1	25	0	389	198	143	0
1	26	0	391	198	144	0
1	27	0	392	198	144	0
1	28	0	396	198	145	0
1	29	0	397	197	144	0
1	30	0	398	197	144	0
1	31	0	399	197	146	0
1	32	0	400	197	146	0
1	33	0	406	197	146	0
1	34	0	408	197	147	0
1	35	0	408	196	146	0
1	36	0	408	196	146	0
1	37	0	411	196	148	0
1	38	0	417	196	148	0
1	39	0	416	195	147	0
1	40	0	418	195	147	0
1	41	0	418	194	147	0
1	42	0	416	194	147	0
1	43	0	416	194	147	0
1	44	0	417	194	147	0
1	45	0	421	194	147	0
1	46	0	421	194	147	0
1	47	0	423	194	148	0
1	48	0	424	194	148	0
1	49	0	427	193	147	0
1	50	0	430	193	147	0
1	51	0	433	193	147	0
1	52	0	433	194	147	0
1	53	0	434	194	148	0
1	54	0	434	195	148	0
1	55	0	434	195	149	0
1	56	0	433	195	150	0
1	57	0	433	195	151	0
1	58	0	435	194	150	0
1	59	0	438	194	151	0
1	60	0	439	194	151	0
1	61	0	437	194	152	0
1	62	0	437	194	152	0
1	63	0	437	194	153	0
1	64	0	439	194	154	0
1	65	0	440	194	154	0
1	66	0	437	191	152	0
1	67	0	436	191	153	0
1	68	0	437	191	153	0
1	69	0	437	190	153	0
1	70	0	437	190	153	0
1	71	0	439	189	153	0
1	72	0	438	189	152	0
1	73	0	439	189	152	0
1	74	0	440	189	152	0
1	75	0	440	189	152	0
1	76	0	443	189	152	0
1	77	0	447	189	152	0
1	78	0	449	189	152	0
1	79	0	452	189	152	0
1	80	0	454	188	151	0
1	81	0	454	188	151	0
1	82	0	458	188	152	0
1	83	0	460	187	151	0
1	84	0	459	187	153	0
1	85	0	459	188	153	0
1	86	0	461	188	154	0
1	87	0	462	187	153	0
1	88	0	464	187	153	0
1	89	0	463	187	154	0
1	90	0	465	187	154	0
1	91	0	467	187	155	0
1	92	0	468	186	154	0
1	93	0	467	186	154	0
1	94	0	468	185	154	0
1	95	0	465	185	154	0
1	96	0	466	185	154	0
1	97	0	468	186	154	0
1	98	0	469	186	155	0
1	99	0	469	186	155	0
1	100	0	473	186	155	0
1	101	0	477	187	155	0
1	102	0	481	187	157	0
1	103	0	484	187	157	0
1	104	0	484	187	157	0
1	105	0	483	187	157	0
1	106	0	483	187	156	0
1	107	0	487	187	157	0
1	108	0	490	187	156	0
1	109	0	491	187	154	0
1	110	0	492	187	154	0
1	111	0	493	187	155	0
1	112	0	497	187	155	0
1	113	0	499	187	156	0
1	114	0	500	187	156	0
1	115	0	502	187	156	0
1	116	0	505	187	156	0
1	117	0	505	187	157	0
1	118	0	505	187	157	0
1	119	0	507	188	158	0
1	120	0	506	187	157	0
