seed,t,total_N,HIV,Tested,ART,PrEP
1	0	0	591	304	181	0
1	1	0	595	304	184	0
1	2	0	601	304	185	0
1	3	0	602	304	188	0
1	4	0	606	304	189	0
1	5	0	607	303	188	0
1	6	0	613	303	188	0
1	7	0	617	303	189	0
1	8	0	619	302	188	0
1	9	0	625	302	188	0
1	10	0	630	301	189	0
1	11	0	633	301	188	0
1	12	0	634	302	189	0
1	13	0	641	301	189	0
1	14	0	642	301	190	0
1	15	0	646	301	191	0
1	16	0	649	301	192	0
1	17	0	650	299	194	0
1	18	0	651	298	195	0
1	19	0	654	298	195	0
1	20	0	655	297	194	0
1	21	0	657	297	197	0
1	22	0	661	297	198	0
1	23	0	668	297	198	0
1	24	0	669	297	199	0
1	25	0	672	297	200	0
1	26	0	672	297	200	0
1	27	0	674	297	204	0
1	28	0	673	296	205	0
1	29	0	670	295	206	0
1	30	0	673	295	209	0
1	31	0	672	294	208	0
1	32	0	675	294	209	0
1	33	0	678	294	209	0
1	34	0	683	293	208	0
1	35	0	686	292	210	0
1	36	0	687	292	210	0
1	37	0	688	292	211	0
1	38	0	687	291	211	0
1	39	0	688	291	211	0
1	40	0	688	291	212	0
1	41	0	691	290	212	0
1	42	0	694	290	212	0
1	43	0	696	290	212	0
1	44	0	693	288	212	0
1	45	0	693	286	210	0
1	46	0	693	284	209	0
1	47	0	695	284	210	0
1	48	0	699	284	211	0
1	49	0	701	284	210	0
1	50	0	701	283	209	0
1	51	0	703	283	210	0
1	52	0	703	283	210	0
1	53	0	703	282	210	0
1	54	0	704	282	212	0
1	55	0	703	281	211	0
1	56	0	703	279	210	0
1	57	0	704	279	209	0
1	58	0	703	276	207	0
1	59	0	705	275	206	0
1	60	0	707	275	207	0
1	61	0	711	275	206	0
1	62	0	716	274	205	0
1	63	0	717	274	205	0
1	64	0	719	274	205	0
1	65	0	721	274	205	0
1	66	0	724	274	205	0
1	67	0	722	272	204	0
1	68	0	721	272	203	0
1	69	0	720	270	204	0
1	70	0	723	270	205	0
1	71	0	725	270	205	0
1	72	0	726	270	204	0
1	73	0	728	269	203	0
1	74	0	725	266	202	0
1	75	0	725	265	203	0
1	76	0	730	265	205	0
1	77	0	733	265	205	0
1	78	0	736	265	206	0
1	79	0	742	265	206	0
1	80	0	744	265	204	0
1	81	0	747	264	205	0
1	82	0	749	264	205	0
1	83	0	755	264	206	0
1	84	0	757	264	206	0
1	85	0	757	264	206	0
1	86	0	760	264	207	0
1	87	0	762	264	207	0
1	88	0	762	263	207	0
1	89	0	763	263	207	0
1	90	0	768	263	208	0
1	91	0	770	263	208	0
1	92	0	771	261	208	0
1	93	0	771	261	208	0
1	94	0	773	260	209	0
1	95	0	775	259	209	0
1	96	0	775	258	209	0
1	97	0	775	256	208	0
1	98	0	774	255	206	0
1	99	0	778	256	207	0
1	100	0	780	257	209	0
1	101	0	783	257	209	0
1	102	0	786	257	209	0
1	103	0	789	258	209	0
1	104	0	793	258	209	0
1	105	0	795	258	209	0
1	106	0	798	257	209	0
1	107	0	798	256	209	0
1	108	0	799	254	208	0
1	109	0	802	254	211	0
1	110	0	801	254	210	0
1	111	0	805	254	212	0
1	112	0	812	253	211	0
1	113	0	814	253	212	0
1	114	0	813	253	213	0
1	115	0	816	253	214	0
1	116	0	818	253	214	0
1	117	0	819	253	214	0
1	118	0	822	253	215	0
1	119	0	826	253	215	0
1	120	0	827	253	214	0
