69061	604753	352883	1	0	0	0	0	0	0	0
69061	604753	352883	2	0	0	0	0	0	0	0
69061	604753	352883	3	0	0	0	0	0	0	0
69061	604753	352883	4	0	0	0	0	0	0	0
69061	604753	352883	5	0	0	0	0	0	0	0
69061	604753	352883	6	0	0	0	0	0	0	0
69061	604753	352883	7	0	0	0	0	0	0	0
69061	604753	352883	8	0	0	0	0	0	0	0
69061	604753	352883	9	0	0	0	0	0	0	0
69061	604753	352883	10	0	0	0	0	0	0	0
69061	604753	352883	11	0	0	0	0	0	0	0
69061	604753	352883	12	0	0	0	0	0	0	0
486499	471097	854676	1	0	0	0	0	0	0	0
486499	471097	854676	2	0	0	0	0	0	0	0
486499	471097	854676	3	0	0	0	0	0	0	0
486499	471097	854676	4	0	0	0	0	0	0	0
486499	471097	854676	5	0	0	0	0	0	0	0
620444	990822	568879	1	0	0	0	0	0	0	0
620444	990822	568879	2	0	0	0	0	0	0	0
620444	990822	568879	3	0	0	0	0	0	0	0
620444	990822	568879	4	0	0	0	0	0	0	0
620444	990822	568879	5	0	0	0	0	0	0	0
475459	840522	468205	1	0	0	0	0	0	0	0
475459	840522	468205	2	0	0	0	0	0	0	0
475459	840522	468205	3	0	0	0	0	0	0	0
475459	840522	468205	4	0	0	0	0	0	0	0
475459	840522	468205	5	0	0	0	0	0	0	0
13397	637822	808126	1	0	0	0	0	0	0	0
13397	637822	808126	2	0	0	0	0	0	0	0
13397	637822	808126	3	0	0	0	0	0	0	0
13397	637822	808126	4	0	0	0	0	0	0	0
13397	637822	808126	5	0	0	0	0	0	0	0
484475	948342	848058	1	0	0	0	0	0	0	0
484475	948342	848058	2	0	0	0	0	0	0	0
484475	948342	848058	3	0	0	0	0	0	0	0
484475	948342	848058	4	0	0	0	0	0	0	0
484475	948342	848058	5	0	0	0	0	0	0	0
774161	171889	695510	1	0	0	0	0	0	0	0
774161	171889	695510	2	0	0	0	0	0	0	0
774161	171889	695510	3	0	0	0	0	0	0	0
774161	171889	695510	4	0	0	0	0	0	0	0
774161	171889	695510	5	0	0	0	0	0	0	0
573758	360261	512363	1	0	0	0	0	0	0	0
573758	360261	512363	2	0	0	0	0	0	0	0
573758	360261	512363	3	0	0	0	0	0	0	0
573758	360261	512363	4	0	0	0	0	0	0	0
573758	360261	512363	5	0	0	0	0	0	0	0
881091	301499	293813	1	0	0	0	0	0	0	0
881091	301499	293813	2	0	0	0	0	0	0	0
881091	301499	293813	3	0	0	0	0	0	0	0
881091	301499	293813	4	0	0	0	0	0	0	0
881091	301499	293813	5	0	0	0	0	0	0	0
700604	550694	76387	1	0	0	0	0	0	0	0
700604	550694	76387	2	0	0	0	0	0	0	0
700604	550694	76387	3	0	0	0	0	0	0	0
700604	550694	76387	4	0	0	0	0	0	0	0
700604	550694	76387	5	0	0	0	0	0	0	0
199210	39098	97530	1	0	0	0	0	0	0	0
199210	39098	97530	2	0	0	0	0	0	0	0
199210	39098	97530	3	0	0	0	0	0	0	0
199210	39098	97530	4	0	0	0	0	0	0	0
199210	39098	97530	5	0	0	0	0	0	0	0
385774	103830	246218	1	0	0	0	0	0	0	0
385774	103830	246218	2	0	0	0	0	0	0	0
385774	103830	246218	3	0	0	0	0	0	0	0
385774	103830	246218	4	0	0	0	0	0	0	0
